ID,Nombre (Español),Músculo,Equipamiento,Fase Inicial Prompt,Fase Final Prompt
"curl_polea_baja","Curl en polea baja","Bíceps","poleas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding the cable pulley attachment in the starting relaxed stretch phase of curl en polea baja. The biceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding the cable pulley attachment at the peak contraction finish phase of curl en polea baja, squeezing the muscles tightly. The biceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"curl_concentrado","Curl concentrado","Bíceps","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of curl concentrado. The biceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of curl concentrado, squeezing the muscles tightly. The biceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"curl_martillo","Curl martillo","Bíceps","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of curl martillo. The biceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of curl martillo, squeezing the muscles tightly. The biceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"curl_inverso_barra_z","Curl inverso con barra Z","Bíceps","barra","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell in the starting relaxed stretch phase of curl inverso con barra z. The biceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell at the peak contraction finish phase of curl inverso con barra z, squeezing the muscles tightly. The biceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"curl_zottman","Curl Zottman","Bíceps","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of curl zottman. The biceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of curl zottman, squeezing the muscles tightly. The biceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"chin_ups","Chin-ups / dominada supina","Bíceps","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of chin-ups / dominada supina. The biceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of chin-ups / dominada supina, squeezing the target muscles. The biceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"pushdown_polea_cuerda","Pushdown en polea con cuerda","Tríceps","poleas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding the cable pulley attachment in the starting relaxed stretch phase of pushdown en polea con cuerda. The triceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding the cable pulley attachment at the peak contraction finish phase of pushdown en polea con cuerda, squeezing the muscles tightly. The triceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"pushdown_barra_recta","Pushdown con barra recta","Tríceps","poleas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding the cable pulley attachment in the starting relaxed stretch phase of pushdown con barra recta. The triceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding the cable pulley attachment at the peak contraction finish phase of pushdown con barra recta, squeezing the muscles tightly. The triceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"extension_cabeza_mancuerna","Extensión por encima de la cabeza con mancuerna","Tríceps","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of extensión por encima de la cabeza con mancuerna. The triceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of extensión por encima de la cabeza con mancuerna, squeezing the muscles tightly. The triceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"extension_overhead_polea","Extensión overhead en polea","Tríceps","poleas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding the cable pulley attachment in the starting relaxed stretch phase of extensión overhead en polea. The triceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding the cable pulley attachment at the peak contraction finish phase of extensión overhead en polea, squeezing the muscles tightly. The triceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"skull_crushers","Skull crushers","Tríceps","barra","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell in the starting relaxed stretch phase of skull crushers. The triceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell at the peak contraction finish phase of skull crushers, squeezing the muscles tightly. The triceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"press_cerrado_barra","Press cerrado con barra","Tríceps","barra","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell in the starting relaxed stretch phase of press cerrado con barra. The triceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell at the peak contraction finish phase of press cerrado con barra, squeezing the muscles tightly. The triceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"fondos_paralelas","Fondos en paralelas","Tríceps","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of fondos en paralelas. The triceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of fondos en paralelas, squeezing the target muscles. The triceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"fondos_banco","Fondos en banco","Tríceps","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of fondos en banco. The triceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of fondos en banco, squeezing the target muscles. The triceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"flexiones_diamante","Flexiones diamante","Tríceps","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of flexiones diamante. The triceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of flexiones diamante, squeezing the target muscles. The triceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"patada_triceps_mancuerna","Patada de tríceps con mancuerna","Tríceps","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of patada de tríceps con mancuerna. The triceps brachii muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of patada de tríceps con mancuerna, squeezing the muscles tightly. The triceps brachii muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"curl_muneca_barra","Curl de muñeca con barra","Antebrazos","barra","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell in the starting relaxed stretch phase of curl de muñeca con barra. The antebrazos muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell at the peak contraction finish phase of curl de muñeca con barra, squeezing the muscles tightly. The antebrazos muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"curl_inverso_muneca","Curl inverso de muñeca","Antebrazos","barra","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell in the starting relaxed stretch phase of curl inverso de muñeca. The antebrazos muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell at the peak contraction finish phase of curl inverso de muñeca, squeezing the muscles tightly. The antebrazos muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"curl_inverso_barra_z_antebrazo","Curl inverso con barra Z","Antebrazos","barra","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell in the starting relaxed stretch phase of curl inverso con barra z. The antebrazos muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell at the peak contraction finish phase of curl inverso con barra z, squeezing the muscles tightly. The antebrazos muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"farmer_walk","Farmer walk","Antebrazos","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of farmer walk. The antebrazos muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of farmer walk, squeezing the muscles tightly. The antebrazos muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"dead_hang","Dead hang","Antebrazos","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of dead hang. The antebrazos muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of dead hang, squeezing the target muscles. The antebrazos muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"plate_pinch","Plate pinch","Antebrazos","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of plate pinch. The antebrazos muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of plate pinch, squeezing the muscles tightly. The antebrazos muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"wrist_roller","Wrist roller","Antebrazos","barra","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell in the starting relaxed stretch phase of wrist roller. The antebrazos muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell at the peak contraction finish phase of wrist roller, squeezing the muscles tightly. The antebrazos muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"curl_martillo_antebrazo","Curl martillo","Antebrazos","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of curl martillo. The antebrazos muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of curl martillo, squeezing the muscles tightly. The antebrazos muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"zottman_curl_antebrazo","Zottman curl","Antebrazos","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of zottman curl. The antebrazos muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of zottman curl, squeezing the muscles tightly. The antebrazos muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"hold_peso_muerto","Hold de peso muerto","Antebrazos","barra","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell in the starting relaxed stretch phase of hold de peso muerto. The antebrazos muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell at the peak contraction finish phase of hold de peso muerto, squeezing the muscles tightly. The antebrazos muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"crunch_suelo","Crunch en suelo","Abdomen/Core","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, in the starting relaxed stretch phase of crunch en suelo. The rectus abdominis (core) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, at the peak contraction finish phase of crunch en suelo, squeezing the target muscles. The rectus abdominis (core) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
